,X,Y,Part,Photo_id,Human_id
5,289,307,REar,3,353
6,473,297,LEar,3,353
0,430,303,Nose,4,353
1,373,259,REye,4,353
2,444,256,LEye,4,353
3,384,367,RM,4,353
4,444,363,LM,4,353
5,260,314,REar,4,353
6,429,294,LEar,4,353
0,429,305,Nose,5,353
1,404,258,REye,5,353
2,479,254,LEye,5,353
3,409,351,RM,5,353
4,484,352,LM,5,353
5,429,296,REar,5,353
6,587,305,LEar,5,353
0,425,304,Nose,6,353
1,390,258,REye,6,353
2,471,256,LEye,6,353
3,391,349,RM,6,353
4,471,352,LM,6,353
5,377,303,REar,6,353
6,548,305,LEar,6,353
0,427,300,Nose,7,353
1,385,255,REye,7,353
2,467,255,LEye,7,353
3,383,348,RM,7,353
4,464,348,LM,7,353
5,321,308,REar,7,353
6,515,305,LEar,7,353
0,422,300,Nose,8,353
1,370,255,REye,8,353
2,448,255,LEye,8,353
3,370,350,RM,8,353
4,449,345,LM,8,353
5,280,305,REar,8,353
6,473,296,LEar,8,353
0,425,303,Nose,9,353
1,369,255,REye,9,353
2,437,256,LEye,9,353
3,366,352,RM,9,353
4,431,357,LM,9,353
5,253,308,REar,9,353
6,424,295,LEar,9,353
0,426,305,Nose,10,353
1,406,260,REye,10,353
2,480,257,LEye,10,353
3,408,365,RM,10,353
4,472,366,LM,10,353
5,427,295,REar,10,353
6,590,308,LEar,10,353
0,425,303,Nose,11,353
1,392,259,REye,11,353
2,473,257,LEye,11,353
3,392,365,RM,11,353
4,463,365,LM,11,353
5,381,310,REar,11,353
6,552,309,LEar,11,353
0,429,303,Nose,12,353
1,387,257,REye,12,353
2,469,256,LEye,12,353
3,389,362,RM,12,353
4,460,363,LM,12,353
5,328,307,REar,12,353
6,522,308,LEar,12,353
0,426,307,Nose,13,353
1,375,257,REye,13,353
2,454,257,LEye,13,353
3,379,365,RM,13,353
4,451,363,LM,13,353
5,289,307,REar,13,353
6,473,297,LEar,13,353
0,430,303,Nose,14,353
1,373,259,REye,14,353
2,443,258,LEye,14,353
3,381,367,RM,14,353
4,444,363,LM,14,353
5,260,310,REar,14,353
6,429,294,LEar,14,353
0,429,305,Nose,15,353
1,404,258,REye,15,353
2,479,254,LEye,15,353
3,409,351,RM,15,353
4,484,352,LM,15,353
5,429,296,REar,15,353
6,587,305,LEar,15,353
0,425,304,Nose,16,353
1,390,258,REye,16,353
2,471,256,LEye,16,353
3,391,349,RM,16,353
4,471,352,LM,16,353
5,377,303,REar,16,353
6,548,305,LEar,16,353
0,427,300,Nose,17,353
1,385,255,REye,17,353
2,467,255,LEye,17,353
3,383,348,RM,17,353
4,464,348,LM,17,353
5,321,303,REar,17,353
6,512,303,LEar,17,353
0,422,300,Nose,18,353
1,372,254,REye,18,353
2,449,255,LEye,18,353
3,365,350,RM,18,353
4,446,348,LM,18,353
5,279,303,REar,18,353
6,473,296,LEar,18,353
0,425,303,Nose,19,353
1,369,255,REye,19,353
2,437,256,LEye,19,353
3,366,352,RM,19,353
4,434,356,LM,19,353
5,250,305,REar,19,353
6,424,295,LEar,19,353
0,423,307,Nose,20,353
1,404,260,REye,20,353
2,478,258,LEye,20,353
3,404,365,RM,20,353
4,467,367,LM,20,353
5,424,295,REar,20,353
6,587,308,LEar,20,353
0,421,306,Nose,21,353
1,388,260,REye,21,353
2,471,258,LEye,21,353
3,391,365,RM,21,353
4,460,366,LM,21,353
5,381,310,REar,21,353
6,552,309,LEar,21,353
0,427,303,Nose,22,353
1,384,257,REye,22,353
2,466,256,LEye,22,353
3,388,363,RM,22,353
4,458,363,LM,22,353
5,325,306,REar,22,353
6,518,308,LEar,22,353
0,424,303,Nose,23,353
1,371,258,REye,23,353
2,451,258,LEye,23,353
3,379,365,RM,23,353
4,448,364,LM,23,353
5,289,307,REar,23,353
6,473,297,LEar,23,353
0,427,306,Nose,24,353
1,370,259,REye,24,353
2,442,258,LEye,24,353
3,380,369,RM,24,353
4,442,364,LM,24,353
5,258,312,REar,24,353
6,426,295,LEar,24,353
0,429,305,Nose,25,353
1,406,259,REye,25,353
2,480,258,LEye,25,353
3,409,351,RM,25,353
4,484,352,LM,25,353
5,429,296,REar,25,353
6,585,309,LEar,25,353
0,426,307,Nose,26,353
1,391,258,REye,26,353
2,473,258,LEye,26,353
3,391,349,RM,26,353
4,471,352,LM,26,353
5,377,303,REar,26,353
6,546,308,LEar,26,353
0,428,307,Nose,27,353
1,387,255,REye,27,353
2,467,258,LEye,27,353
3,383,348,RM,27,353
4,463,351,LM,27,353
5,321,303,REar,27,353
6,512,303,LEar,27,353
0,421,307,Nose,28,353
1,372,254,REye,28,353
2,450,258,LEye,28,353
3,365,350,RM,28,353
4,447,351,LM,28,353
5,279,303,REar,28,353
6,473,296,LEar,28,353
0,425,303,Nose,29,353
1,369,256,REye,29,353
2,438,259,LEye,29,353
3,364,354,RM,29,353
4,434,356,LM,29,353
5,250,305,REar,29,353
6,424,295,LEar,29,353
0,423,307,Nose,30,353
1,403,260,REye,30,353
2,477,256,LEye,30,353
3,404,365,RM,30,353
4,466,367,LM,30,353
5,425,299,REar,30,353
6,587,308,LEar,30,353
0,421,306,Nose,31,353
1,388,260,REye,31,353
2,471,258,LEye,31,353
3,391,365,RM,31,353
4,460,366,LM,31,353
5,381,310,REar,31,353
6,552,309,LEar,31,353
0,426,302,Nose,32,353
1,384,257,REye,32,353
2,466,256,LEye,32,353
3,388,363,RM,32,353
4,458,363,LM,32,353
5,325,306,REar,32,353
6,518,308,LEar,32,353
0,422,302,Nose,33,353
1,371,258,REye,33,353
2,451,258,LEye,33,353
3,379,365,RM,33,353
4,448,364,LM,33,353
5,284,309,REar,33,353
6,474,305,LEar,33,353
0,427,306,Nose,34,353
1,370,259,REye,34,353
2,442,258,LEye,34,353
3,380,369,RM,34,353
4,443,366,LM,34,353
5,258,312,REar,34,353
6,426,299,LEar,34,353
0,429,305,Nose,35,353
1,406,259,REye,35,353
2,480,258,LEye,35,353
3,409,351,RM,35,353
4,484,352,LM,35,353
5,429,296,REar,35,353
6,585,309,LEar,35,353
0,426,307,Nose,36,353
1,391,257,REye,36,353
2,473,258,LEye,36,353
3,391,349,RM,36,353
4,471,352,LM,36,353
5,377,303,REar,36,353
6,546,308,LEar,36,353
0,428,307,Nose,37,353
1,387,255,REye,37,353
2,467,258,LEye,37,353
3,383,348,RM,37,353
4,463,351,LM,37,353
5,321,303,REar,37,353
6,512,303,LEar,37,353
0,421,307,Nose,38,353
1,372,254,REye,38,353
2,450,258,LEye,38,353
3,365,350,RM,38,353
4,447,351,LM,38,353
5,279,303,REar,38,353
6,473,296,LEar,38,353
0,425,303,Nose,39,353
1,369,256,REye,39,353
2,438,259,LEye,39,353
3,364,354,RM,39,353
4,434,356,LM,39,353
5,250,305,REar,39,353
6,424,295,LEar,39,353
0,430,316,Nose,0,354
1,410,259,REye,0,354
2,485,256,LEye,0,354
3,414,368,RM,0,354
4,482,371,LM,0,354
5,447,317,REar,0,354
6,592,318,LEar,0,354
0,434,321,Nose,1,354
1,399,258,REye,1,354
2,482,258,LEye,1,354
3,401,368,RM,1,354
4,480,368,LM,1,354
5,377,312,REar,1,354
6,564,316,LEar,1,354
0,434,315,Nose,2,354
1,390,258,REye,2,354
2,478,255,LEye,2,354
3,392,370,RM,2,354
4,474,368,LM,2,354
5,339,317,REar,2,354
6,535,320,LEar,2,354
0,431,315,Nose,3,354
1,381,256,REye,3,354
2,467,255,LEye,3,354
3,382,372,RM,3,354
4,462,368,LM,3,354
5,304,310,REar,3,354
6,488,310,LEar,3,354
0,433,316,Nose,4,354
1,377,259,REye,4,354
2,456,257,LEye,4,354
3,383,375,RM,4,354
4,456,367,LM,4,354
5,276,318,REar,4,354
6,447,320,LEar,4,354
0,442,321,Nose,5,354
1,417,263,REye,5,354
2,491,258,LEye,5,354
3,426,371,RM,5,354
4,498,366,LM,5,354
5,453,321,REar,5,354
6,599,314,LEar,5,354
0,440,321,Nose,6,354
1,404,261,REye,6,354
2,489,256,LEye,6,354
3,410,368,RM,6,354
4,488,365,LM,6,354
5,381,315,REar,6,354
6,568,314,LEar,6,354
0,440,319,Nose,7,354
1,396,261,REye,7,354
2,483,258,LEye,7,354
3,399,368,RM,7,354
4,477,363,LM,7,354
5,350,317,REar,7,354
6,535,320,LEar,7,354
0,435,321,Nose,8,354
1,385,260,REye,8,354
2,470,258,LEye,8,354
3,387,370,RM,8,354
4,467,361,LM,8,354
5,304,310,REar,8,354
6,488,310,LEar,8,354
0,435,323,Nose,9,354
1,379,262,REye,9,354
2,459,258,LEye,9,354
3,383,375,RM,9,354
4,456,367,LM,9,354
5,276,318,REar,9,354
6,447,320,LEar,9,354
0,435,316,Nose,10,354
1,413,258,REye,10,354
2,492,255,LEye,10,354
3,414,368,RM,10,354
4,482,371,LM,10,354
5,447,317,REar,10,354
6,592,318,LEar,10,354
0,437,318,Nose,11,354
1,405,256,REye,11,354
2,488,255,LEye,11,354
3,401,368,RM,11,354
4,480,368,LM,11,354
5,377,312,REar,11,354
6,564,316,LEar,11,354
0,438,316,Nose,12,354
1,396,256,REye,12,354
2,483,255,LEye,12,354
3,392,370,RM,12,354
4,477,367,LM,12,354
5,339,317,REar,12,354
6,535,320,LEar,12,354
0,435,315,Nose,13,354
1,385,255,REye,13,354
2,473,255,LEye,13,354
3,387,370,RM,13,354
4,464,366,LM,13,354
5,304,310,REar,13,354
6,488,310,LEar,13,354
0,437,316,Nose,14,354
1,382,256,REye,14,354
2,458,256,LEye,14,354
3,387,374,RM,14,354
4,458,369,LM,14,354
5,276,318,REar,14,354
6,447,320,LEar,14,354
0,442,321,Nose,15,354
1,417,263,REye,15,354
2,491,258,LEye,15,354
3,426,371,RM,15,354
4,498,366,LM,15,354
5,453,321,REar,15,354
6,599,314,LEar,15,354
0,440,321,Nose,16,354
1,405,263,REye,16,354
2,487,258,LEye,16,354
3,410,368,RM,16,354
4,488,365,LM,16,354
5,381,315,REar,16,354
6,568,314,LEar,16,354
0,440,319,Nose,17,354
1,395,262,REye,17,354
2,483,258,LEye,17,354
3,399,368,RM,17,354
4,477,363,LM,17,354
5,350,317,REar,17,354
6,535,320,LEar,17,354
0,435,321,Nose,18,354
1,385,260,REye,18,354
2,470,258,LEye,18,354
3,387,370,RM,18,354
4,467,361,LM,18,354
5,304,310,REar,18,354
6,488,310,LEar,18,354
0,435,323,Nose,19,354
1,379,262,REye,19,354
2,459,258,LEye,19,354
3,383,375,RM,19,354
4,456,367,LM,19,354
5,276,318,REar,19,354
6,447,320,LEar,19,354
0,435,316,Nose,20,354
1,416,261,REye,20,354
2,492,255,LEye,20,354
3,414,368,RM,20,354
4,484,371,LM,20,354
5,447,317,REar,20,354
6,592,318,LEar,20,354
0,437,318,Nose,21,354
1,406,258,REye,21,354
2,488,257,LEye,21,354
3,401,368,RM,21,354
4,480,368,LM,21,354
5,377,312,REar,21,354
6,565,319,LEar,21,354
0,438,316,Nose,22,354
1,396,256,REye,22,354
2,483,255,LEye,22,354
3,392,370,RM,22,354
4,477,367,LM,22,354
5,339,317,REar,22,354
6,535,320,LEar,22,354
0,435,315,Nose,23,354
1,385,255,REye,23,354
2,473,255,LEye,23,354
3,387,370,RM,23,354
4,464,366,LM,23,354
5,304,310,REar,23,354
6,488,310,LEar,23,354
0,437,316,Nose,24,354
1,382,256,REye,24,354
2,458,256,LEye,24,354
3,387,374,RM,24,354
4,458,369,LM,24,354
5,276,318,REar,24,354
6,447,320,LEar,24,354
0,442,321,Nose,25,354
1,417,263,REye,25,354
2,491,258,LEye,25,354
3,426,371,RM,25,354
4,498,366,LM,25,354
5,453,321,REar,25,354
6,599,314,LEar,25,354
0,440,321,Nose,26,354
1,405,263,REye,26,354
2,487,258,LEye,26,354
3,410,368,RM,26,354
4,488,365,LM,26,354
5,381,315,REar,26,354
6,568,314,LEar,26,354
0,440,319,Nose,27,354
1,395,262,REye,27,354
2,483,258,LEye,27,354
3,399,368,RM,27,354
4,477,363,LM,27,354
5,350,317,REar,27,354
6,535,320,LEar,27,354
0,435,321,Nose,28,354
1,385,260,REye,28,354
2,470,258,LEye,28,354
3,387,370,RM,28,354
4,467,361,LM,28,354
5,304,310,REar,28,354
6,488,310,LEar,28,354
0,435,323,Nose,29,354
1,379,262,REye,29,354
2,459,258,LEye,29,354
3,383,375,RM,29,354
4,456,367,LM,29,354
5,276,318,REar,29,354
6,447,320,LEar,29,354
0,435,316,Nose,30,354
1,416,261,REye,30,354
2,492,255,LEye,30,354
3,414,368,RM,30,354
4,484,371,LM,30,354
5,447,317,REar,30,354
6,592,318,LEar,30,354
0,437,318,Nose,31,354
1,406,258,REye,31,354
2,488,257,LEye,31,354
3,401,368,RM,31,354
4,480,368,LM,31,354
5,377,312,REar,31,354
6,565,319,LEar,31,354
0,438,316,Nose,32,354
1,396,256,REye,32,354
2,483,255,LEye,32,354
3,392,370,RM,32,354
4,477,367,LM,32,354
5,339,317,REar,32,354
6,535,320,LEar,32,354
0,435,315,Nose,33,354
1,385,255,REye,33,354
2,473,255,LEye,33,354
3,387,370,RM,33,354
4,464,366,LM,33,354
5,304,310,REar,33,354
6,488,310,LEar,33,354
0,437,316,Nose,34,354
1,382,256,REye,34,354
2,458,256,LEye,34,354
3,387,374,RM,34,354
4,458,369,LM,34,354
5,276,318,REar,34,354
6,447,320,LEar,34,354
0,442,321,Nose,35,354
1,417,263,REye,35,354
2,491,258,LEye,35,354
3,426,371,RM,35,354
4,498,366,LM,35,354
5,453,321,REar,35,354
6,599,314,LEar,35,354
0,440,321,Nose,36,354
1,405,263,REye,36,354
2,487,258,LEye,36,354
3,410,368,RM,36,354
4,488,365,LM,36,354
5,381,315,REar,36,354
6,568,314,LEar,36,354
0,440,319,Nose,37,354
1,395,262,REye,37,354
2,483,258,LEye,37,354
3,399,368,RM,37,354
4,477,363,LM,37,354
5,350,317,REar,37,354
6,535,320,LEar,37,354
0,435,321,Nose,38,354
1,385,260,REye,38,354
2,470,258,LEye,38,354
3,387,370,RM,38,354
4,467,361,LM,38,354
5,304,310,REar,38,354
6,488,310,LEar,38,354
0,435,323,Nose,39,354
1,379,262,REye,39,354
2,459,258,LEye,39,354
3,383,375,RM,39,354
4,456,367,LM,39,354
5,276,318,REar,39,354
6,447,320,LEar,39,354
0,423,307,Nose,0,355
1,410,265,REye,0,355
2,487,266,LEye,0,355
3,410,369,RM,0,355
4,470,369,LM,0,355
5,432,311,REar,0,355
6,591,313,LEar,0,355
0,429,306,Nose,1,355
1,395,264,REye,1,355
2,481,264,LEye,1,355
3,401,368,RM,1,355
4,466,369,LM,1,355
5,369,312,REar,1,355
6,558,311,LEar,1,355
0,433,311,Nose,2,355
1,386,265,REye,2,355
2,474,265,LEye,2,355
3,399,370,RM,2,355
4,464,366,LM,2,355
5,328,318,REar,2,355
6,528,315,LEar,2,355
0,435,311,Nose,3,355
1,380,264,REye,3,355
2,460,265,LEye,3,355
3,397,372,RM,3,355
4,458,367,LM,3,355
5,295,312,REar,3,355
6,501,307,LEar,3,355
0,438,309,Nose,4,355
1,376,262,REye,4,355
2,455,266,LEye,4,355
3,390,374,RM,4,355
4,447,366,LM,4,355
5,263,311,REar,4,355
6,460,332,LEar,4,355
0,423,307,Nose,5,355
1,410,265,REye,5,355
2,490,266,LEye,5,355
3,413,356,RM,5,355
4,484,361,LM,5,355
5,432,311,REar,5,355
6,591,313,LEar,5,355
0,429,306,Nose,6,355
1,395,264,REye,6,355
2,485,267,LEye,6,355
3,401,354,RM,6,355
4,477,360,LM,6,355
5,369,312,REar,6,355
6,558,311,LEar,6,355
0,433,311,Nose,7,355
1,386,265,REye,7,355
2,477,268,LEye,7,355
3,395,358,RM,7,355
4,470,358,LM,7,355
5,322,305,REar,7,355
6,528,315,LEar,7,355
0,435,311,Nose,8,355
1,380,264,REye,8,355
2,469,268,LEye,8,355
3,391,358,RM,8,355
4,465,355,LM,8,355
5,295,312,REar,8,355
6,501,307,LEar,8,355
0,438,309,Nose,9,355
1,376,262,REye,9,355
2,455,266,LEye,9,355
3,381,361,RM,9,355
4,447,359,LM,9,355
5,259,307,REar,9,355
6,460,332,LEar,9,355
0,423,307,Nose,10,355
1,410,265,REye,10,355
2,487,266,LEye,10,355
3,410,369,RM,10,355
4,470,369,LM,10,355
5,432,311,REar,10,355
6,591,313,LEar,10,355
0,429,306,Nose,11,355
1,395,264,REye,11,355
2,481,264,LEye,11,355
3,401,368,RM,11,355
4,466,369,LM,11,355
5,369,312,REar,11,355
6,558,311,LEar,11,355
0,433,311,Nose,12,355
1,386,265,REye,12,355
2,474,265,LEye,12,355
3,399,370,RM,12,355
4,464,366,LM,12,355
5,328,318,REar,12,355
6,528,315,LEar,12,355
0,435,311,Nose,13,355
1,380,264,REye,13,355
2,460,265,LEye,13,355
3,397,372,RM,13,355
4,458,367,LM,13,355
5,295,312,REar,13,355
6,501,307,LEar,13,355
0,438,309,Nose,14,355
1,376,262,REye,14,355
2,455,266,LEye,14,355
3,390,374,RM,14,355
4,447,366,LM,14,355
5,263,311,REar,14,355
6,460,332,LEar,14,355
0,423,307,Nose,15,355
1,410,265,REye,15,355
2,490,266,LEye,15,355
3,413,356,RM,15,355
4,484,361,LM,15,355
5,432,311,REar,15,355
6,591,313,LEar,15,355
0,429,306,Nose,16,355
1,395,264,REye,16,355
2,485,267,LEye,16,355
3,401,354,RM,16,355
4,477,360,LM,16,355
5,369,312,REar,16,355
6,558,311,LEar,16,355
0,433,311,Nose,17,355
1,386,265,REye,17,355
2,477,268,LEye,17,355
3,395,358,RM,17,355
4,470,358,LM,17,355
5,322,305,REar,17,355
6,528,315,LEar,17,355
0,435,311,Nose,18,355
1,380,264,REye,18,355
2,469,268,LEye,18,355
3,391,358,RM,18,355
4,465,355,LM,18,355
5,295,312,REar,18,355
6,501,307,LEar,18,355
0,438,309,Nose,19,355
1,376,262,REye,19,355
2,455,266,LEye,19,355
3,381,361,RM,19,355
4,447,359,LM,19,355
5,259,307,REar,19,355
6,460,332,LEar,19,355
0,423,307,Nose,20,355
1,410,265,REye,20,355
2,487,266,LEye,20,355
3,410,369,RM,20,355
4,470,369,LM,20,355
5,432,311,REar,20,355
6,591,313,LEar,20,355
0,429,306,Nose,21,355
1,395,264,REye,21,355
2,481,264,LEye,21,355
3,401,368,RM,21,355
4,466,369,LM,21,355
5,369,312,REar,21,355
6,558,311,LEar,21,355
0,433,311,Nose,22,355
1,386,265,REye,22,355
2,474,265,LEye,22,355
3,399,370,RM,22,355
4,464,366,LM,22,355
5,328,318,REar,22,355
6,528,315,LEar,22,355
0,435,311,Nose,23,355
1,380,264,REye,23,355
2,460,265,LEye,23,355
3,397,372,RM,23,355
4,458,367,LM,23,355
5,295,312,REar,23,355
6,501,307,LEar,23,355
0,438,309,Nose,24,355
1,376,262,REye,24,355
2,455,266,LEye,24,355
3,390,374,RM,24,355
4,447,366,LM,24,355
5,263,311,REar,24,355
6,460,332,LEar,24,355
0,423,307,Nose,25,355
1,410,265,REye,25,355
2,490,266,LEye,25,355
3,413,356,RM,25,355
4,484,361,LM,25,355
5,432,311,REar,25,355
6,591,313,LEar,25,355
0,429,306,Nose,26,355
1,395,264,REye,26,355
2,485,267,LEye,26,355
3,399,354,RM,26,355
4,478,358,LM,26,355
5,369,312,REar,26,355
6,558,311,LEar,26,355
0,433,311,Nose,27,355
1,386,265,REye,27,355
2,477,268,LEye,27,355
3,395,358,RM,27,355
4,470,358,LM,27,355
5,324,308,REar,27,355
6,528,315,LEar,27,355
0,435,311,Nose,28,355
1,380,264,REye,28,355
2,469,268,LEye,28,355
3,388,360,RM,28,355
4,465,355,LM,28,355
5,295,312,REar,28,355
6,501,307,LEar,28,355
0,438,309,Nose,29,355
1,376,262,REye,29,355
2,455,266,LEye,29,355
3,381,361,RM,29,355
4,447,359,LM,29,355
5,259,307,REar,29,355
6,460,332,LEar,29,355
0,423,307,Nose,30,355
1,410,265,REye,30,355
2,487,266,LEye,30,355
3,410,369,RM,30,355
4,470,369,LM,30,355
5,432,311,REar,30,355
6,591,313,LEar,30,355
0,429,306,Nose,31,355
1,395,264,REye,31,355
2,481,264,LEye,31,355
3,401,368,RM,31,355
4,466,369,LM,31,355
5,369,312,REar,31,355
6,558,311,LEar,31,355
0,433,311,Nose,32,355
1,386,265,REye,32,355
2,474,265,LEye,32,355
3,399,370,RM,32,355
4,464,366,LM,32,355
5,328,318,REar,32,355
6,528,315,LEar,32,355
0,435,311,Nose,33,355
1,380,264,REye,33,355
2,460,265,LEye,33,355
3,397,372,RM,33,355
4,458,367,LM,33,355
5,295,312,REar,33,355
6,501,307,LEar,33,355
0,438,309,Nose,34,355
1,376,262,REye,34,355
2,455,266,LEye,34,355
3,390,374,RM,34,355
4,447,366,LM,34,355
5,263,311,REar,34,355
6,460,332,LEar,34,355
0,423,307,Nose,35,355
1,410,265,REye,35,355
2,490,266,LEye,35,355
3,413,356,RM,35,355
4,484,361,LM,35,355
5,432,311,REar,35,355
6,591,313,LEar,35,355
0,429,306,Nose,36,355
1,395,264,REye,36,355
2,485,267,LEye,36,355
3,399,354,RM,36,355
4,478,358,LM,36,355
5,369,312,REar,36,355
6,558,311,LEar,36,355
0,433,311,Nose,37,355
1,387,265,REye,37,355
2,477,268,LEye,37,355
3,395,358,RM,37,355
4,470,358,LM,37,355
5,324,308,REar,37,355
6,528,315,LEar,37,355
0,435,311,Nose,38,355
1,380,264,REye,38,355
2,469,268,LEye,38,355
3,388,360,RM,38,355
4,465,355,LM,38,355
5,295,312,REar,38,355
6,501,307,LEar,38,355
0,438,309,Nose,39,355
1,376,262,REye,39,355
2,455,266,LEye,39,355
3,381,361,RM,39,355
4,447,359,LM,39,355
5,259,307,REar,39,355
6,460,332,LEar,39,355
0,430,311,Nose,0,356
1,419,270,REye,0,356
2,489,272,LEye,0,356
3,417,367,RM,0,356
4,463,373,LM,0,356
5,436,308,REar,0,356
6,598,319,LEar,0,356
0,431,312,Nose,1,356
1,405,269,REye,1,356
2,482,271,LEye,1,356
3,406,367,RM,1,356
4,454,372,LM,1,356
5,384,319,REar,1,356
6,566,321,LEar,1,356
0,434,311,Nose,2,356
1,395,268,REye,2,356
2,474,272,LEye,2,356
3,403,368,RM,2,356
4,455,371,LM,2,356
5,330,306,REar,2,356
6,533,314,LEar,2,356
0,436,307,Nose,3,356
1,388,269,REye,3,356
2,465,272,LEye,3,356
3,402,369,RM,3,356
4,449,371,LM,3,356
5,298,310,REar,3,356
6,487,317,LEar,3,356
0,439,307,Nose,4,356
1,380,267,REye,4,356
2,451,273,LEye,4,356
3,394,370,RM,4,356
4,440,371,LM,4,356
5,264,309,REar,4,356
6,433,303,LEar,4,356
0,429,305,Nose,5,356
1,419,262,REye,5,356
2,487,266,LEye,5,356
3,415,350,RM,5,356
4,481,360,LM,5,356
5,434,302,REar,5,356
6,597,315,LEar,5,356
0,429,302,Nose,6,356
1,404,261,REye,6,356
2,480,266,LEye,6,356
3,400,350,RM,6,356
4,472,359,LM,6,356
5,383,307,REar,6,356
6,564,313,LEar,6,356
0,430,304,Nose,7,356
1,393,263,REye,7,356
2,471,268,LEye,7,356
3,388,352,RM,7,356
4,463,359,LM,7,356
5,328,301,REar,7,356
6,530,313,LEar,7,356
0,432,300,Nose,8,356
1,386,262,REye,8,356
2,462,267,LEye,8,356
3,382,354,RM,8,356
4,455,358,LM,8,356
5,298,305,REar,8,356
6,487,313,LEar,8,356
0,433,302,Nose,9,356
1,377,261,REye,9,356
2,447,268,LEye,9,356
3,372,355,RM,9,356
4,438,358,LM,9,356
5,262,300,REar,9,356
6,427,298,LEar,9,356
0,430,311,Nose,10,356
1,419,270,REye,10,356
2,489,272,LEye,10,356
3,417,367,RM,10,356
4,463,373,LM,10,356
5,436,308,REar,10,356
6,598,319,LEar,10,356
0,431,312,Nose,11,356
1,405,269,REye,11,356
2,482,271,LEye,11,356
3,406,367,RM,11,356
4,454,372,LM,11,356
5,384,319,REar,11,356
6,566,321,LEar,11,356
0,434,311,Nose,12,356
1,395,268,REye,12,356
2,474,272,LEye,12,356
3,403,368,RM,12,356
4,455,371,LM,12,356
5,330,306,REar,12,356
6,533,314,LEar,12,356
0,436,307,Nose,13,356
1,388,269,REye,13,356
2,465,272,LEye,13,356
3,402,369,RM,13,356
4,449,371,LM,13,356
5,298,310,REar,13,356
6,487,317,LEar,13,356
0,439,307,Nose,14,356
1,380,267,REye,14,356
2,451,273,LEye,14,356
3,394,370,RM,14,356
4,440,371,LM,14,356
5,264,309,REar,14,356
6,433,303,LEar,14,356
0,429,305,Nose,15,356
1,419,262,REye,15,356
2,487,266,LEye,15,356
3,415,350,RM,15,356
4,481,360,LM,15,356
5,434,302,REar,15,356
6,597,315,LEar,15,356
0,429,302,Nose,16,356
1,404,261,REye,16,356
2,480,266,LEye,16,356
3,400,350,RM,16,356
4,472,359,LM,16,356
5,383,307,REar,16,356
6,564,313,LEar,16,356
0,432,306,Nose,17,356
1,393,263,REye,17,356
2,471,268,LEye,17,356
3,388,352,RM,17,356
4,463,359,LM,17,356
5,328,301,REar,17,356
6,530,313,LEar,17,356
0,433,303,Nose,18,356
1,386,262,REye,18,356
2,462,268,LEye,18,356
3,386,357,RM,18,356
4,456,358,LM,18,356
5,298,305,REar,18,356
6,487,313,LEar,18,356
0,433,302,Nose,19,356
1,377,261,REye,19,356
2,447,268,LEye,19,356
3,376,358,RM,19,356
4,438,361,LM,19,356
5,262,300,REar,19,356
6,427,298,LEar,19,356
0,430,311,Nose,20,356
1,419,270,REye,20,356
2,489,272,LEye,20,356
3,417,367,RM,20,356
4,463,373,LM,20,356
5,436,308,REar,20,356
6,598,319,LEar,20,356
0,431,312,Nose,21,356
1,405,269,REye,21,356
2,482,271,LEye,21,356
3,406,367,RM,21,356
4,454,372,LM,21,356
5,384,319,REar,21,356
6,566,321,LEar,21,356
0,434,311,Nose,22,356
1,395,268,REye,22,356
2,474,272,LEye,22,356
3,403,368,RM,22,356
4,455,371,LM,22,356
5,330,306,REar,22,356
6,533,314,LEar,22,356
0,436,307,Nose,23,356
1,388,269,REye,23,356
2,465,272,LEye,23,356
3,402,369,RM,23,356
4,449,371,LM,23,356
5,298,310,REar,23,356
6,487,317,LEar,23,356
0,439,307,Nose,24,356
1,380,267,REye,24,356
2,451,273,LEye,24,356
3,394,370,RM,24,356
4,440,371,LM,24,356
5,264,309,REar,24,356
6,433,303,LEar,24,356
0,429,305,Nose,25,356
1,420,264,REye,25,356
2,489,268,LEye,25,356
3,415,354,RM,25,356
4,479,362,LM,25,356
5,434,302,REar,25,356
6,597,315,LEar,25,356
0,432,304,Nose,26,356
1,406,264,REye,26,356
2,482,268,LEye,26,356
3,402,354,RM,26,356
4,472,361,LM,26,356
5,383,307,REar,26,356
6,564,313,LEar,26,356
0,433,307,Nose,27,356
1,395,264,REye,27,356
2,474,269,LEye,27,356
3,392,356,RM,27,356
4,465,361,LM,27,356
5,330,301,REar,27,356
6,530,313,LEar,27,356
0,434,304,Nose,28,356
1,387,263,REye,28,356
2,462,268,LEye,28,356
3,386,357,RM,28,356
4,455,361,LM,28,356
5,298,305,REar,28,356
6,487,313,LEar,28,356
0,433,302,Nose,29,356
1,377,261,REye,29,356
2,447,268,LEye,29,356
3,376,358,RM,29,356
4,438,361,LM,29,356
5,262,300,REar,29,356
6,427,298,LEar,29,356
0,430,311,Nose,30,356
1,419,270,REye,30,356
2,489,272,LEye,30,356
3,417,367,RM,30,356
4,463,373,LM,30,356
5,436,308,REar,30,356
6,598,319,LEar,30,356
0,431,312,Nose,31,356
1,405,269,REye,31,356
2,482,271,LEye,31,356
3,406,367,RM,31,356
4,454,372,LM,31,356
5,384,319,REar,31,356
6,566,321,LEar,31,356
0,434,311,Nose,32,356
1,395,268,REye,32,356
2,474,272,LEye,32,356
